Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Ruby, binary-trees,-1,1107.345764,823.661438,0,88.25549316,29532,35,552460
Ruby, binary-trees,-1,1096.229309,815.5843506,0.000915527,87.48461914,29224,33.8,552540
Ruby, fannkuch-redux,-1,16421.26404,13120.7641,0.011962891,796.0352173,329493,44.2,16872
Ruby, fannkuch-redux,-1,16264.48065,13052.66559,0.01171875,774.2321167,320469,46.5,16588
Ruby, fannkuch-redux,-1,16206.18805,13007.63202,0.012023926,773.0300293,319976,47,16900
Ruby, fannkuch-redux,-1,16361.9375,13125.45148,0.011962891,779.536499,322666,48.2,16808
Ruby, fannkuch-redux,-1,16488.07629,13209.58173,0.01159668,789.1876831,326660,46.8,16924
Ruby, fannkuch-redux,-1,16277.91528,13063.48322,0.011474609,776.6647949,321477,47.2,16860
Ruby, fannkuch-redux,-1,16247.63013,13041.89563,0.011413574,773.6931152,320242,47,16816
Ruby, fannkuch-redux,-1,-245787.4264,13124.52661,0.013183594,779.0903931,322476,47.2,16576
Ruby, fannkuch-redux,-1,16295.17267,13074.95422,0.013061523,775.9585571,321181,46.8,16860
Ruby, fannkuch-redux,-1,16226.20435,13023.95233,0.012939453,773.9312134,320343,47.2,16608
Ruby, fannkuch-redux,-1,16338.80792,13094.37433,0.012817383,784.142334,324570,45.8,16852
Ruby, fannkuch-redux,-1,16298.36127,13079.61694,0.013061523,776.5717163,321442,47.5,16568
Ruby, fannkuch-redux,-1,16365.31152,13128.44916,0.011962891,780.6654663,323134,46.8,16784
Ruby, fannkuch-redux,-1,16263.99084,13054.64343,0.01159668,774.3852539,320533,48,16808
Ruby, fannkuch-redux,-1,16300.62463,13086.8208,0.01159668,773.1502075,320021,47.5,16564
Ruby, fannkuch-redux,-1,16274.9751,13060.79218,0.013122559,776.6343384,321463,46.8,16896
Ruby, fannkuch-redux,-1,16167.02167,12975.70483,0.013366699,771.7094727,319422,46.5,16708
Ruby, fannkuch-redux,-1,16379.91638,13143.70508,0.013366699,776.9334106,321586,47.2,16692
Ruby, fannkuch-redux,-1,16254.6853,13048.63696,0.013244629,773.8869019,320326,47.5,16844
Ruby, fannkuch-redux,-1,16400.82861,-248986.6483,0.01348877,780.2041626,322941,48,16936
Ruby, fasta,-1,802.756897,435.9776001,0,91.56488037,37867,32.2,115420
Ruby, fasta,-1,809.1785889,438.807251,0.000976563,92.51367188,38264,33.2,115544
Ruby, fasta,-1,799.8399048,433.2659912,0.000976563,92.51824951,38267,32,115392
Ruby, fasta,-1,785.7363281,425.8865356,0.000976563,91.72192383,37938,33,115412
Ruby, fasta,-1,799.6875,432.3718262,0.001037598,93.66192627,38738,32,115412
Ruby, fasta,-1,797.1010742,432.2063599,0.000915527,92.43774414,38233,33,115464
Ruby, fasta,-1,782.3850708,423.1685181,0.000915527,92.3994751,38216,32.5,115396
Ruby, fasta,-1,774.6986694,420.1306152,0.000976563,91.38659668,37799,32.5,115360
Ruby, fasta,-1,795.0703125,429.7761841,0.000976563,93.44525146,38649,32.8,115348
Ruby, fasta,-1,787.5802002,426.8283081,0.000915527,92.08337402,38085,31.5,115432
Ruby, fasta,-1,792.894104,428.892395,0.000915527,93.17944336,38540,32,115396
Ruby, fasta,-1,791.5273438,428.6342163,0.000915527,92.56555176,38286,32,115460
Ruby, fasta,-1,795.2739868,430.6811523,0.000915527,92.82128906,38392,32.2,115532
Ruby, fasta,-1,796.3500977,430.241394,0.000976563,93.49700928,38672,32,115472
Ruby, fasta,-1,804.2106934,436.4503174,0.000915527,92.44732666,38237,33.5,115572
Ruby, fasta,-1,780.7902222,423.2730713,0.000854492,91.93859863,38028,32.5,115648
Ruby, fasta,-1,784.8947144,425.5279541,0.000915527,91.94885254,38031,33,115436
Ruby, fasta,-1,791.144043,427.2151489,0.000915527,93.628479,38727,32.5,115472
Ruby, fasta,-1,776.6341553,420.9259033,0.000854492,91.8380127,37984,32.8,115392
Ruby, fasta,-1,827.6087646,444.0700073,0.000915527,97.621521,40378,32.8,115576
Ruby, k-nucleotide,-1,3630.270264,2882.14093,0.002075195,240.9871826,80557,41.5,165508
Ruby, k-nucleotide,-1,3638.89502,2880.135315,0.002380371,242.8262939,81664,41.8,165264
Ruby, k-nucleotide,-1,3640.427795,2885.394409,0.002441406,241.8252563,81234,41.8,165336
Ruby, k-nucleotide,-1,3644.573059,2882.83606,0.001220703,246.0896606,81597,41.2,165456
Ruby, k-nucleotide,-1,3691.269775,2922.093018,0.002258301,244.9918213,82604,41.2,165484
Ruby, k-nucleotide,-1,3631.105103,2864.409973,0.002258301,244.1906738,82598,41.2,165544
Ruby, k-nucleotide,-1,3636.242615,2876.65387,0.002502441,243.2107544,81837,41,165536
Ruby, k-nucleotide,-1,3674.189941,2901.670227,0.002502441,245.597229,82950,41.2,165568
Ruby, k-nucleotide,-1,3657.875549,2891.567749,0.002624512,247.1358032,81996,41.8,165456
Ruby, k-nucleotide,-1,3656.587341,2896.044739,0.002075195,246.3522339,81648,42.5,165636
Ruby, k-nucleotide,-1,3654.975464,2891.264282,0.002075195,243.6779175,82011,41.5,165744
Ruby, k-nucleotide,-1,3660.540771,2892.261902,0.00213623,244.0767212,82625,41,165640
Ruby, k-nucleotide,-1,3695.054993,2924.844971,0.002319336,244.0748901,82445,41.8,165716
Ruby, k-nucleotide,-1,3673.308167,2901.245239,0.002502441,248.7220459,82714,40.5,165392
Ruby, k-nucleotide,-1,3655.567017,2885.945251,0.002319336,245.0533447,82712,41.2,165476
Ruby, k-nucleotide,-1,3655.629211,2890.074341,0.002502441,244.7778931,82349,41.5,165440
Ruby, k-nucleotide,-1,3638.105774,2884.939331,0.001281738,241.682251,81237,41.8,165320
Ruby, k-nucleotide,-1,3655.31012,2891.307434,0.002258301,244.128479,82026,41.5,165476
Ruby, k-nucleotide,-1,3664.381653,2895.760742,0.002380371,244.9450073,82487,40.8,165660
Ruby, k-nucleotide,-1,3652.957153,2889.330383,0.002563477,246.7472534,81775,41.8,165540
Ruby, mandelbrot,-1,10691.04053,8492.038879,0.007873535,535.8549805,221519,50.8,79996
Ruby, mandelbrot,-1,10651.72919,8469.810791,0.007568359,529.8740234,219084,51,80268
Ruby, mandelbrot,-1,10696.41272,8496.311462,0.0078125,536.2961426,221748,50.8,80200
Ruby, mandelbrot,-1,10727.26343,8523.854126,0.008850098,535.8590698,221504,51,80240
Ruby, mandelbrot,-1,10722.69489,8527.272827,0.00769043,531.1531982,219558,51.2,80548
Ruby, mandelbrot,-1,10742.34296,8535.617737,0.0078125,537.012207,222061,51,80404
Ruby, mandelbrot,-1,10719.80682,8514.956116,0.007385254,536.4606934,221744,50.8,79980
Ruby, mandelbrot,-1,10838.10315,8611.330872,0.007873535,536.0941162,221649,51.2,80104
Ruby, mandelbrot,-1,10771.0448,8557.379517,0.007995605,536.1622925,221691,51,80324
Ruby, mandelbrot,-1,10714.47015,8510.143066,0.007568359,536.5583496,221791,51,80248
Ruby, mandelbrot,-1,10724.8692,8517.008057,0.00769043,538.6356812,222715,50.5,80052
Ruby, mandelbrot,-1,10711.48273,8509.875122,0.007751465,536.682251,221906,50,80028
Ruby, mandelbrot,-1,10692.68573,8494.062561,0.0078125,535.909668,221597,51.2,79980
Ruby, mandelbrot,-1,10760.1554,8557.187927,0.008178711,529.859375,219022,51.2,79880
Ruby, mandelbrot,-1,10678.32422,8481.595276,0.007263184,535.7477417,221518,50.8,80032
Ruby, mandelbrot,-1,10797.98724,8581.957642,0.0078125,537.4554443,222225,51,79864
Ruby, mandelbrot,-1,10768.78638,8555.718445,0.008972168,535.8371582,221569,51,80088
Ruby, mandelbrot,-1,-251403.9173,8532.300598,0.007385254,537.2280273,222070,51,80052
Ruby, mandelbrot,-1,10796.88745,8577.803345,0.007507324,539.7885742,223182,51,80168
Ruby, mandelbrot,-1,10785.41156,8569.62793,0.007629395,537.1047363,222089,51,79988
Ruby, n-body,-1,5830.560364,3032.262085,0.005981445,690.6992188,285894,33.5,16432
Ruby, n-body,-1,5835.066162,3036.34729,0.005981445,691.9143677,286397,33.8,16248
Ruby, n-body,-1,5830.699036,3035.327026,0.006774902,690.8546143,285959,33.5,16424
Ruby, n-body,-1,5822.821472,3028.612488,0.005859375,690.9157104,285985,33.8,16224
Ruby, n-body,-1,5780.028503,3004.023621,0.006774902,690.9979858,286018,33,16364
Ruby, n-body,-1,5735.590759,2980.494568,0.006652832,690.1480103,285666,33.8,16244
Ruby, n-body,-1,5842.963196,3034.320862,0.00579834,692.4371338,286613,33.2,16320
Ruby, n-body,-1,5775.01062,2992.915894,0.006713867,703.4827271,291186,34.5,16360
Ruby, n-body,-1,5739.186768,2984.237732,0.006774902,688.9453735,285168,33.8,16416
Ruby, n-body,-1,5803.290161,3014.912476,0.005859375,688.998291,285186,34,16500
Ruby, n-body,-1,5769.28125,3001.630493,0.006713867,684.1416626,283176,33.2,16336
Ruby, n-body,-1,5769.579163,3007.814758,0.005859375,685.0720825,283563,34.5,16220
Ruby, n-body,-1,5773.340698,3007.78302,0.005981445,685.06073,283559,34,16252
Ruby, n-body,-1,5788.632874,3007.352661,0.006896973,692.2365112,286529,33,16232
Ruby, n-body,-1,5792.350952,3008.954956,0.006774902,693.3984985,287010,33.8,16344
Ruby, n-body,-1,5727.6745,2977.256592,0.00604248,689.0875244,285230,33.5,16384
Ruby, n-body,-1,5844.564819,3037.470642,0.006958008,693.6239624,287110,33.5,16372
Ruby, n-body,-1,5846.156494,3041.413879,0.006713867,692.9472656,286828,34.5,16308
Ruby, n-body,-1,5860.594604,3038.01239,0.006958008,708.2322388,293153,34,16456
Ruby, n-body,-1,5763.925049,3002.499634,0.007080078,683.8668213,283067,33.8,16332
Ruby, regex-redux,-1,271.7939453,181.4746704,0,24.00463867,9636,32.2,207620
Ruby, regex-redux,-1,271.7663574,181.4899292,0,23.97857666,9608,31.5,207604
Ruby, regex-redux,-1,271.3485107,181.2911987,0,23.94897461,9616,32.2,207596
Ruby, regex-redux,-1,272.4321899,181.6204834,0,24.13952637,9679,32,207616
Ruby, regex-redux,-1,272.6089478,181.4328613,0.000915527,24.23553467,9719,32.2,207560
Ruby, regex-redux,-1,271.5053101,180.9788208,0,24.06427002,9665,32,207504
Ruby, regex-redux,-1,270.9082031,180.651001,0,23.95739746,9615,31.8,207436
Ruby, regex-redux,-1,271.8620605,181.460144,0,24.05218506,9642,31.5,207780
Ruby, regex-redux,-1,271.1245728,181.0795898,0,23.91912842,9604,31.8,207600
Ruby, regex-redux,-1,271.7279053,181.1672363,0,24.03399658,9658,32.2,207560
Ruby, regex-redux,-1,271.5349121,180.8654175,0,24.10235596,9671,31.8,207724
Ruby, regex-redux,-1,271.3935547,180.96698,0,24.09136963,9668,32.5,207656
Ruby, regex-redux,-1,272.0913696,181.3504639,0,24.12457275,9687,32,207712
Ruby, regex-redux,-1,271.1567383,181.0842285,0,23.94555664,9617,31.5,207520
Ruby, regex-redux,-1,272.5206299,181.5526123,0,24.20959473,9723,31.2,207660
Ruby, regex-redux,-1,270.8345947,180.546814,0,24.00598145,9642,31.2,207464
Ruby, regex-redux,-1,272.4405518,181.2761841,0,24.20910645,9728,31.8,207564
Ruby, regex-redux,-1,271.2184448,181.0941162,0,24.01000977,9626,31.8,207684
Ruby, regex-redux,-1,271.8569946,181.0153198,0,24.13592529,9697,31.8,207604
Ruby, regex-redux,-1,271.5005493,180.9379272,0,24.06848145,9671,31.8,207736
Ruby, reverse-complement,-1,59.71020508,35.88885498,0,7.112854004,2553,31.2,561520
Ruby, reverse-complement,-1,64.89959717,38.47479248,0,7.635803223,2762,31.2,561476
Ruby, reverse-complement,-1,42.05108643,26.98980713,0,4.82220459,1593,31,561416
Ruby, reverse-complement,-1,36.39978027,23.90026855,0,4.222167969,1326,30.5,513816
Ruby, reverse-complement,-1,40.69561768,26.1897583,0,4.744140625,1539,30.8,561348
Ruby, reverse-complement,-1,74.22772217,42.91882324,0,9.21081543,3431,31.5,561492
Ruby, reverse-complement,-1,37.82733154,24.60510254,0,4.408935547,1408,30.5,513804
Ruby, reverse-complement,-1,43.85302734,27.85571289,0,5.111450195,1709,30.5,561292
Ruby, reverse-complement,-1,51.16162109,31.3984375,0,6.098266602,2127,31,561600
Ruby, reverse-complement,-1,66.65112305,39.37115479,0,7.890869141,2864,30.8,561484
Ruby, reverse-complement,-1,42.16400146,27.06158447,0,4.858581543,1606,31.8,561268
Ruby, reverse-complement,-1,66.30932617,39.14257813,0,7.834106445,2856,31,561488
Ruby, reverse-complement,-1,40.8793335,26.31774902,0,4.749267578,1540,29.8,561268
Ruby, reverse-complement,-1,58.06964111,34.92449951,0,6.988708496,2496,31,561520
Ruby, reverse-complement,-1,39.20074463,25.3873291,0,4.573852539,1467,30.5,561344
Ruby, reverse-complement,-1,41.29205322,26.60925293,0.000915527,4.761474609,1557,31.5,561364
Ruby, reverse-complement,-1,37.75531006,24.53613281,0,4.406433105,1403,30.2,513724
Ruby, reverse-complement,-1,47.79956055,29.82739258,0,5.586181641,1906,31,561496
Ruby, reverse-complement,-1,40.81610107,26.37670898,0,4.692871094,1534,31.2,561388
Ruby, reverse-complement,-1,64.33953857,38.16876221,0,7.616149902,2753,31.5,561548
Ruby, spectral-norm,-1,3592.802002,2887.041443,0.001159668,185.4525146,76532,44,19520
Ruby, spectral-norm,-1,3656.491699,2937.75,0.00213623,186.9981079,77164,45.2,19776
Ruby, spectral-norm,-1,3620.000244,2910.962769,0.002502441,185.1013794,76385,45,19452
Ruby, spectral-norm,-1,3636.284241,2921.275391,0.002685547,186.7075195,77039,45.5,19432
Ruby, spectral-norm,-1,3603.023743,2895.256165,0.001159668,185.3630981,76488,46.2,19588
Ruby, spectral-norm,-1,3650.438232,2927.912659,0.002258301,189.4825439,78203,45,19408
Ruby, spectral-norm,-1,3561.469116,2861.543274,0.002319336,184.7258911,76222,45.2,19396
Ruby, spectral-norm,-1,3606.01062,2899.74054,0.002502441,184.4961548,76133,45.5,19592
Ruby, spectral-norm,-1,3563.811218,2865.504639,0.001220703,184.2735596,76045,45.8,19544
Ruby, spectral-norm,-1,3610.825623,2902.072571,0.002258301,185.7652588,76661,45,19652
Ruby, spectral-norm,-1,3611.159363,2902.204834,0.002502441,185.3196411,76474,45.2,19540
Ruby, spectral-norm,-1,3588.929871,2888.347351,0.002502441,183.7545776,75831,45,19436
Ruby, spectral-norm,-1,3666.184143,2948.042725,0.001281738,186.7927246,77076,46,19580
Ruby, spectral-norm,-1,3725.035339,2990.692017,0.001281738,191.3151855,78956,46.5,19464
Ruby, spectral-norm,-1,3678.230225,2952.887878,0.002197266,188.9659424,77987,44.8,19720
Ruby, spectral-norm,-1,3573.294189,2872.312317,0.002319336,184.7325439,76235,45.2,19580
Ruby, spectral-norm,-1,3591.751404,2888.649902,0.002441406,184.4968872,76133,46.2,19544
Ruby, spectral-norm,-1,3611.519897,2903.167725,0.001220703,185.4502563,76531,46.2,19452
Ruby, spectral-norm,-1,3590.629089,2886.59906,0.002258301,184.7470703,76235,45.2,19576
Ruby, spectral-norm,-1,3572.64801,2870.389648,0.002075195,184.960144,76330,45,19476
Rust, binary-trees, -1,41.362304687500000000, 31.948913574218750000, 0.000000000000000000, 3.421691894531250000, 971, 32.5, 198812
Rust, binary-trees, -1,41.279663085937500000, 31.970642089843750000, 0.000000000000000000, 3.284729003906250000, 960, 39.8, 198804
Rust, binary-trees, -1,42.367980957031250000, 32.619018554687500000, 0.000000000000000000, 3.725280761718750000, 998, 32.8, 198768
Rust, binary-trees, -1,41.543701171875000000, 32.083129882812500000, 0.000000000000000000, 3.479919433593750000, 975, 32.8, 198920
Rust, binary-trees, -1,42.234130859375000000, 32.554565429687500000, 0.000000000000000000, 3.628784179687500000, 991, 39.5, 198864
Rust, binary-trees, -1,42.181152343750000000, 32.522583007812500000, 0.000000000000000000, 3.640258789062500000, 990, 32.8, 199008
Rust, binary-trees, -1,41.461242675781250000, 32.032470703125000000, 0.000000000000000000, 3.417602539062500000, 972, 39.8, 198880
Rust, binary-trees, -1,41.044494628906250000, 31.743408203125000000, 0.000000000000000000, 3.308349609375000000, 969, 32.5, 198796
Rust, binary-trees, -1,41.997924804687500000, 32.403137207031250000, 0.000000000000000000, 3.598693847656250000, 985, 39.5, 198888
Rust, binary-trees, -1,40.069946289062500000, 31.088684082031250000, 0.000000000000000000, 3.241821289062500000, 919, 32.5, 166036
Rust, binary-trees, -1,42.183593750000000000, 32.507141113281250000, 0.000000000000000000, 3.692932128906250000, 990, 39.2, 198896
Rust, binary-trees, -1,42.134765625000000000, 32.466308593750000000, 0.000000000000000000, 3.633300781250000000, 991, 32.5, 198820
Rust, binary-trees, -1,42.354614257812500000, 32.680358886718750000, 0.000000000000000000, 3.639465332031250000, 988, 39.5, 198912
Rust, binary-trees, -1,41.868103027343750000, 32.281738281250000000, 0.000000000000000000, 3.576477050781250000, 985, 32.5, 198880
Rust, binary-trees, -1,40.085083007812500000, 31.065490722656250000, 0.000000000000000000, 3.256713867187500000, 925, 39.0, 165936
Rust, binary-trees, -1,41.959777832031250000, 32.387329101562500000, 0.000000000000000000, 3.625305175781250000, 982, 32.5, 198916
Rust, binary-trees, -1,40.563659667968750000, 31.477416992187500000, 0.000000000000000000, 3.255004882812500000, 926, 40.5, 165992
Rust, binary-trees, -1,39.969787597656250000, 31.035156250000000000, 0.000000000000000000, 3.230407714843750000, 915, 32.8, 166068
Rust, binary-trees, -1,42.116455078125000000, 32.579345703125000000, 0.000000000000000000, 3.388061523437500000, 979, 38.5, 198712
Rust, binary-trees, -1,42.547302246093750000, 32.801757812500000000, 0.000000000000000000, 3.639648437500000000, 996, 32.2, 198856
Rust, fannkuch-redux, -1,392.524291992187500000, 298.662658691406250000, 0.001037597656250000, 24.555175781250000000, 10163, 39.0, 2196
Rust, fannkuch-redux, -1,394.182617187500000000, 298.576599121093750000, 0.000000000000000000, 25.016662597656250000, 10354, 38.0, 2108
Rust, fannkuch-redux, -1,396.298339843750000000, 300.399169921875000000, 0.000000000000000000, 25.056030273437500000, 10362, 37.5, 2184
Rust, fannkuch-redux, -1,392.597778320312500000, 298.509399414062500000, 0.001037597656250000, 24.614746093750000000, 10188, 39.0, 2080
Rust, fannkuch-redux, -1,392.957153320312500000, 298.733642578125000000, 0.000000000000000000, 24.646118164062500000, 10202, 38.8, 2188
Rust, fannkuch-redux, -1,393.167724609375000000, 298.851196289062500000, 0.000000000000000000, 24.651123046875000000, 10202, 38.5, 2192
Rust, fannkuch-redux, -1,392.676635742187500000, 298.550598144531250000, 0.000000000000000000, 24.621948242187500000, 10190, 38.5, 2176
Rust, fannkuch-redux, -1,392.253662109375000000, 298.231262207031250000, 0.000000000000000000, 24.614624023437500000, 10188, 38.5, 2264
Rust, fannkuch-redux, -1,393.841003417968750000, 299.672363281250000000, 0.000000000000000000, 24.551696777343750000, 10162, 39.8, 2272
Rust, fannkuch-redux, -1,392.502502441406250000, 298.400268554687500000, 0.000000000000000000, 24.614624023437500000, 10189, 39.2, 2212
Rust, fannkuch-redux, -1,394.344970703125000000, 300.098937988281250000, 0.000000000000000000, 24.551696777343750000, 10162, 39.8, 2276
Rust, fannkuch-redux, -1,394.279418945312500000, 299.708740234375000000, 0.000000000000000000, 24.648681640625000000, 10202, 38.0, 2140
Rust, fannkuch-redux, -1,395.091613769531250000, 300.659240722656250000, 0.000000000000000000, 24.551635742187500000, 10161, 39.2, 2212
Rust, fannkuch-redux, -1,395.257873535156250000, 300.823608398437500000, 0.000000000000000000, 24.551635742187500000, 10161, 39.5, 2264
Rust, fannkuch-redux, -1,395.245605468750000000, 300.583435058593750000, 0.000000000000000000, 24.612243652343750000, 10186, 38.5, 2124
Rust, fannkuch-redux, -1,394.496765136718750000, 300.188049316406250000, 0.000000000000000000, 24.549316406250000000, 10161, 39.8, 2212
Rust, fannkuch-redux, -1,394.426025390625000000, 299.810119628906250000, 0.000000000000000000, 24.646118164062500000, 10201, 38.5, 2092
Rust, fannkuch-redux, -1,392.965881347656250000, 298.756835937500000000, 0.000000000000000000, 24.621704101562500000, 10191, 38.8, 2240
Rust, fannkuch-redux, -1,397.495361328125000000, 301.140075683593750000, 0.000000000000000000, 25.016662597656250000, 10355, 37.2, 2088
Rust, fannkuch-redux, -1,393.127746582031250000, 299.012695312500000000, 0.000000000000000000, 24.590454101562500000, 10177, 38.5, 2208
Rust, fasta, -1,36.534118652343750000, 23.381591796875000000, 0.000000000000000000, 3.431823730468750000, 1419, 38.0, 2764
Rust, fasta, -1,28.161010742187500000, 18.582336425781250000, 0.000000000000000000, 2.414733886718750000, 999, 38.8, 2740
Rust, fasta, -1,29.003784179687500000, 19.078430175781250000, 0.000000000000000000, 2.487304687500000000, 1029, 37.0, 2736
Rust, fasta, -1,28.412780761718750000, 18.742797851562500000, 0.000000000000000000, 2.443664550781250000, 1010, 37.8, 2768
Rust, fasta, -1,28.377746582031250000, 18.721252441406250000, 0.000000000000000000, 2.414611816406250000, 1000, 32.5, 2744
Rust, fasta, -1,28.218322753906250000, 18.609191894531250000, 0.000000000000000000, 2.414550781250000000, 999, 32.5, 2804
Rust, fasta, -1,28.322692871093750000, 18.683471679687500000, 0.000000000000000000, 2.417114257812500000, 999, 36.8, 2716
Rust, fasta, -1,38.385986328125000000, 24.465820312500000000, 0.000000000000000000, 3.620727539062500000, 1498, 37.8, 2720
Rust, fasta, -1,28.316101074218750000, 18.676208496093750000, 0.000000000000000000, 2.417114257812500000, 999, 37.5, 2764
Rust, fasta, -1,28.441772460937500000, 18.760375976562500000, 0.000000000000000000, 2.419494628906250000, 1001, 37.8, 2472
Rust, fasta, -1,28.228881835937500000, 18.621459960937500000, 0.000000000000000000, 2.414611816406250000, 999, 32.5, 2532
Rust, fasta, -1,28.294067382812500000, 18.666748046875000000, 0.000000000000000000, 2.417053222656250000, 1000, 32.8, 2720
Rust, fasta, -1,28.439880371093750000, 18.757263183593750000, 0.000000000000000000, 2.419494628906250000, 1001, 37.0, 2716
Rust, fasta, -1,28.142150878906250000, 18.561523437500000000, 0.000000000000000000, 2.417053222656250000, 1000, 37.0, 2664
Rust, fasta, -1,28.063781738281250000, 18.506469726562500000, 0.000000000000000000, 2.417114257812500000, 999, 33.5, 2772
Rust, fasta, -1,28.106262207031250000, 18.536926269531250000, 0.000000000000000000, 2.417236328125000000, 999, 32.8, 2684
Rust, fasta, -1,28.005004882812500000, 18.472839355468750000, 0.000000000000000000, 2.414672851562500000, 999, 32.5, 2760
Rust, fasta, -1,34.135742187500000000, 22.016479492187500000, 0.000000000000000000, 3.124206542968750000, 1293, 37.2, 2736
Rust, fasta, -1,28.698364257812500000, 18.918151855468750000, 0.000000000000000000, 2.460876464843750000, 1017, 37.8, 2768
Rust, fasta, -1,28.240661621093750000, 18.622314453125000000, 0.000000000000000000, 2.419555664062500000, 1000, 38.2, 2764
Rust, k-nucleotide, -1,0.055358886718750000, 0.031982421875000000, 0.000000000000000000, 0.007873535156250000, 2, 32.5, 2676
Rust, k-nucleotide, -1,0.067626953125000000, 0.040832519531250000, 0.000000000000000000, 0.007568359375000000, 2, 32.5, 2772
Rust, k-nucleotide, -1,0.070434570312500000, 0.042907714843750000, 0.000000000000000000, 0.007568359375000000, 2, 32.5, 2620
Rust, k-nucleotide, -1,0.045532226562500000, 0.029174804687500000, 0.000000000000000000, 0.005126953125000000, 2, 32.5, 2816
Rust, k-nucleotide, -1,0.047058105468750000, 0.030883789062500000, 0.000000000000000000, 0.005065917968750000, 2, 32.5, 2864
Rust, k-nucleotide, -1,0.067443847656250000, 0.041015625000000000, 0.000000000000000000, 0.007568359375000000, 2, 32.5, 2808
Rust, k-nucleotide, -1,0.068115234375000000, 0.041259765625000000, 0.000000000000000000, 0.004943847656250000, 2, 32.5, 2768
Rust, k-nucleotide, -1,0.068664550781250000, 0.042541503906250000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2624
Rust, k-nucleotide, -1,0.067504882812500000, 0.041503906250000000, 0.000000000000000000, 0.007568359375000000, 2, 32.5, 2760
Rust, k-nucleotide, -1,0.067077636718750000, 0.040527343750000000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2560
Rust, k-nucleotide, -1,0.069702148437500000, 0.042541503906250000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2852
Rust, k-nucleotide, -1,0.065429687500000000, 0.039245605468750000, 0.000000000000000000, 0.007568359375000000, 2, 32.5, 2760
Rust, k-nucleotide, -1,0.066894531250000000, 0.030944824218750000, 0.000000000000000000, 0.005004882812500000, 2, 32.5, 2684
Rust, k-nucleotide, -1,0.069152832031250000, 0.041931152343750000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2808
Rust, k-nucleotide, -1,0.069580078125000000, 0.042602539062500000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2868
Rust, k-nucleotide, -1,0.070434570312500000, 0.043701171875000000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2632
Rust, k-nucleotide, -1,0.044860839843750000, 0.043762207031250000, 0.000000000000000000, 0.007568359375000000, 2, 32.5, 2700
Rust, k-nucleotide, -1,0.068969726562500000, 0.041625976562500000, 0.000000000000000000, 0.007507324218750000, 2, 32.5, 2824
Rust, k-nucleotide, -1,0.047424316406250000, 0.030456542968750000, 0.000000000000000000, 0.005126953125000000, 2, 32.5, 2812
Rust, k-nucleotide, -1,0.065856933593750000, 0.029968261718750000, 0.000000000000000000, 0.005004882812500000, 2, 32.5, 2748
Rust, mandelbrot, -1,42.787292480468750000, 33.742675781250000000, 0.000000000000000000, 2.606384277343750000, 1074, 40.8, 31888
Rust, mandelbrot, -1,42.940002441406250000, 33.851196289062500000, 0.000000000000000000, 2.609252929687500000, 1075, 40.0, 31884
Rust, mandelbrot, -1,42.806274414062500000, 33.755004882812500000, 0.000000000000000000, 2.606506347656250000, 1074, 39.5, 31840
Rust, mandelbrot, -1,42.893005371093750000, 33.819519042968750000, 0.000000000000000000, 2.609069824218750000, 1075, 40.0, 31872
Rust, mandelbrot, -1,42.858398437500000000, 33.795043945312500000, 0.000000000000000000, 2.608825683593750000, 1074, 39.8, 32112
Rust, mandelbrot, -1,42.802551269531250000, 33.749267578125000000, 0.000000000000000000, 2.606445312500000000, 1074, 40.5, 32492
Rust, mandelbrot, -1,42.846496582031250000, 33.721008300781250000, 0.000000000000000000, 2.628234863281250000, 1083, 38.2, 32132
Rust, mandelbrot, -1,42.810791015625000000, 33.757080078125000000, 0.000000000000000000, 2.606628417968750000, 1074, 40.0, 31868
Rust, mandelbrot, -1,42.862731933593750000, 33.793212890625000000, 0.000000000000000000, 2.608947753906250000, 1074, 40.0, 31904
Rust, mandelbrot, -1,42.775329589843750000, 33.720947265625000000, 0.000000000000000000, 2.609069824218750000, 1075, 40.0, 31912
Rust, mandelbrot, -1,43.002624511718750000, 33.759338378906250000, 0.000000000000000000, 2.652465820312500000, 1094, 37.5, 32160
Rust, mandelbrot, -1,42.815734863281250000, 33.762756347656250000, 0.000000000000000000, 2.606506347656250000, 1074, 40.0, 31904
Rust, mandelbrot, -1,42.644042968750000000, 33.619323730468750000, 0.000000000000000000, 2.606384277343750000, 1074, 40.0, 31916
Rust, mandelbrot, -1,43.013610839843750000, 33.772766113281250000, 0.000000000000000000, 2.655029296875000000, 1093, 38.2, 32152
Rust, mandelbrot, -1,42.747863769531250000, 33.705993652343750000, 0.000000000000000000, 2.603698730468750000, 1074, 40.5, 32168
Rust, mandelbrot, -1,42.827026367187500000, 33.766540527343750000, 0.000000000000000000, 2.608398437500000000, 1075, 40.0, 31868
Rust, mandelbrot, -1,42.732360839843750000, 33.698486328125000000, 0.000000000000000000, 2.606201171875000000, 1074, 40.2, 31884
