Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Lua, fasta, 25,367.986938476562500000, 192.471252441406250000, 0.000854492187500000, 45.344970703125000000, 18769, 31.5, 2920
Lua, fasta, 25,367.293029785156250000, 192.095520019531250000, 0.000000000000000000, 45.257507324218750000, 18732, 30.5, 2920
Lua, fasta, 25,367.416198730468750000, 192.214660644531250000, 0.000854492187500000, 45.269653320312500000, 18737, 30.2, 2920
Lua, fasta, 25,367.497070312500000000, 192.263366699218750000, 0.000000000000000000, 45.276733398437500000, 18739, 30.0, 2872
Lua, fasta, 25,390.861938476562500000, 202.991271972656250000, 0.000915527343750000, 48.160888671875000000, 19934, 30.8, 2740
Lua, fasta, 25,367.499328613281250000, 192.298217773437500000, 0.000000000000000000, 45.268066406250000000, 18736, 30.2, 2872
Lua, fasta, 25,375.733398437500000000, 195.945373535156250000, 0.000915527343750000, 46.305786132812500000, 19167, 31.2, 2768
Lua, fasta, 25,368.694458007812500000, 192.838439941406250000, 0.000000000000000000, 45.422668457031250000, 18800, 30.8, 2764
Lua, fasta, 25,369.156738281250000000, 193.103637695312500000, 0.000854492187500000, 45.482543945312500000, 18825, 30.0, 2808
Lua, fasta, 25,379.756835937500000000, 197.759094238281250000, 0.000000000000000000, 46.794921875000000000, 19368, 30.2, 2768
Lua, fasta, 25,368.467956542968750000, 192.745666503906250000, 0.000854492187500000, 45.393005371093750000, 18788, 30.0, 2744
Lua, fasta, 25,367.541809082031250000, 192.175659179687500000, 0.000000000000000000, 45.303222656250000000, 18752, 30.2, 2784
Lua, fasta, 25,368.716125488281250000, 192.824951171875000000, 0.000854492187500000, 45.423034667968750000, 18801, 30.0, 2920
Lua, fasta, 25,367.520080566406250000, 192.371337890625000000, 0.000000000000000000, 45.288940429687500000, 18746, 31.2, 2924
Lua, fasta, 25,368.602783203125000000, 192.852416992187500000, 0.000000000000000000, 45.410156250000000000, 18796, 30.2, 2744
Lua, fasta, 25,367.383178710937500000, 192.200439453125000000, 0.000000000000000000, 45.257446289062500000, 18733, 29.5, 2792
Lua, fasta, 25,367.506530761718750000, 192.261474609375000000, 0.000000000000000000, 45.283996582031250000, 18744, 29.5, 2808
Lua, fasta, 25,367.671386718750000000, 192.355285644531250000, 0.000000000000000000, 45.303344726562500000, 18752, 30.8, 2740
Lua, fasta, 25,367.390869140625000000, 192.293090820312500000, 0.000000000000000000, 45.269592285156250000, 18737, 31.0, 2712
Lua, fasta, 25,372.979797363281250000, 194.827209472656250000, 0.000854492187500000, 45.950012207031250000, 19019, 29.2, 2744
