Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Python, spectral-norm, 25,3629.535034179687500000, 2406.061767578125000000, 0.002563476562500000, 351.939819335937500000, 145651, 34.2, 15960
Python, spectral-norm, 25,3633.549865722656250000, 2408.287475585937500000, 0.002502441406250000, 352.343200683593750000, 145816, 34.2, 16012
Python, spectral-norm, 25,3614.367431640625000000, 2402.389343261718750000, 0.002441406250000000, 350.465332031250000000, 145042, 34.0, 15900
Python, spectral-norm, 25,3608.653808593750000000, 2397.628112792968750000, 0.003356933593750000, 349.914733886718750000, 144811, 34.2, 15876
Python, spectral-norm, 25,3647.235717773437500000, 2412.921936035156250000, 0.003417968750000000, 353.644348144531250000, 146357, 34.0, 15920
Python, spectral-norm, 25,3666.159362792968750000, 2433.916320800781250000, 0.002563476562500000, 355.512817382812500000, 147128, 34.8, 15920
Python, spectral-norm, 25,3631.917724609375000000, 2406.179565429687500000, 0.002502441406250000, 352.171569824218750000, 145742, 34.2, 16128
Python, spectral-norm, 25,3617.361083984375000000, 2407.631103515625000000, 0.003356933593750000, 351.171020507812500000, 145176, 34.2, 16156
Python, spectral-norm, 25,3703.892883300781250000, 2457.701232910156250000, 0.002441406250000000, 359.326782226562500000, 148706, 34.0, 16124
Python, spectral-norm, 25,3627.550354003906250000, 2406.316711425781250000, 0.002563476562500000, 351.753601074218750000, 145574, 34.8, 15800
Python, spectral-norm, 25,3623.351867675781250000, 2402.921997070312500000, 0.002563476562500000, 351.338439941406250000, 145403, 34.2, 16040
Python, spectral-norm, 25,3582.092956542968750000, 2387.247131347656250000, 0.002502441406250000, 347.386474609375000000, 143765, 34.0, 15972
Python, spectral-norm, 25,3642.642883300781250000, 2411.375000000000000000, 0.003295898437500000, 353.199340820312500000, 146172, 33.8, 16064
Python, spectral-norm, 25,3649.906738281250000000, 2415.737304687500000000, 0.003417968750000000, 353.909973144531250000, 146465, 34.8, 16148
Python, spectral-norm, 25,3655.675231933593750000, 2417.395751953125000000, 0.002380371093750000, 354.494201660156250000, 146705, 35.0, 15800
Python, spectral-norm, 25,3616.446411132812500000, 2407.550109863281250000, 0.002441406250000000, 350.682067871093750000, 145129, 34.8, 16060
Python, spectral-norm, 25,3656.228149414062500000, 2421.938232421875000000, 0.002563476562500000, 354.552185058593750000, 146728, 34.0, 16120
Python, spectral-norm, 25,3656.881286621093750000, 2422.631408691406250000, 0.002441406250000000, 354.589599609375000000, 146747, 34.8, 16140
Python, spectral-norm, 25,3634.588012695312500000, 2408.072875976562500000, 0.003295898437500000, 352.422607421875000000, 145850, 34.0, 16212
Python, spectral-norm, 25,3614.671630859375000000, 2404.754760742187500000, 0.003356933593750000, 350.504272460937500000, 145054, 34.5, 16116
