Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Rust, regex-redux, 10,38.096984863281250000, 10.072998046875000000, 0.000000000000000000, 9.611938476562500000, 3861, 29.0, 131876
Rust, regex-redux, 10,37.087951660156250000, 10.067871093750000000, 0.000000000000000000, 9.112304687500000000, 3661, 28.8, 132104
Rust, regex-redux, 10,38.294128417968750000, 10.013061523437500000, 0.000000000000000000, 9.683532714843750000, 3893, 28.5, 132300
Rust, regex-redux, 10,37.357421875000000000, 10.125610351562500000, 0.000000000000000000, 9.284973144531250000, 3727, 28.5, 132160
Rust, regex-redux, 10,37.842590332031250000, 10.007995605468750000, 0.000000000000000000, 9.530456542968750000, 3832, 29.0, 132616
Rust, regex-redux, 10,37.721984863281250000, 10.061035156250000000, 0.000488281250000000, 9.430969238281250000, 3793, 28.8, 132212
Rust, regex-redux, 10,36.789550781250000000, 10.050170898437500000, 0.000000000000000000, 9.058349609375000000, 3637, 28.8, 132412
Rust, regex-redux, 10,38.208740234375000000, 10.038208007812500000, 0.000000000000000000, 9.667968750000000000, 3885, 29.5, 132364
Rust, regex-redux, 10,36.883178710937500000, 10.070678710937500000, 0.000000000000000000, 9.074340820312500000, 3645, 28.8, 132904
Rust, regex-redux, 10,37.945922851562500000, 10.002807617187500000, 0.000000000000000000, 9.591613769531250000, 3858, 28.8, 132148
Rust, regex-redux, 10,36.771484375000000000, 10.070617675781250000, 0.000000000000000000, 9.043151855468750000, 3632, 29.2, 132352
Rust, regex-redux, 10,38.351745605468750000, 9.998168945312500000, 0.000000000000000000, 9.684448242187500000, 3899, 29.2, 132152
Rust, regex-redux, 10,37.273132324218750000, 10.082641601562500000, 0.000000000000000000, 9.250366210937500000, 3717, 29.0, 133172
Rust, regex-redux, 10,37.706359863281250000, 9.990905761718750000, 0.000000000000000000, 9.494445800781250000, 3818, 29.0, 132124
Rust, regex-redux, 10,36.905639648437500000, 10.033325195312500000, 0.000000000000000000, 9.080078125000000000, 3647, 28.0, 132124
Rust, regex-redux, 10,37.720092773437500000, 9.980957031250000000, 0.000000000000000000, 9.531982421875000000, 3836, 29.0, 132108
Rust, regex-redux, 10,36.737670898437500000, 10.071228027343750000, 0.000000000000000000, 9.035278320312500000, 3629, 29.0, 132076
Rust, regex-redux, 10,37.632934570312500000, 9.912475585937500000, 0.000610351562500000, 9.517211914062500000, 3829, 28.5, 132196
Rust, regex-redux, 10,36.764160156250000000, 10.081970214843750000, 0.000000000000000000, 9.039550781250000000, 3632, 28.8, 132196
Rust, regex-redux, 10,38.033630371093750000, 10.002746582031250000, 0.000000000000000000, 9.608398437500000000, 3866, 28.8, 134248
