Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Python, mandelbrot, 25,5154.564880371093750000, 3367.523376464843750000, 0.003479003906250000, 499.708496093750000000, 206836, 34.2, 14436
Python, mandelbrot, 25,5250.215759277343750000, 3457.229492187500000000, 0.004333496093750000, 508.971313476562500000, 210670, 34.2, 14668
Python, mandelbrot, 25,5223.505554199218750000, 3436.042907714843750000, 0.004211425781250000, 506.378723144531250000, 209597, 34.2, 14688
Python, mandelbrot, 25,5206.014587402343750000, 3427.526245117187500000, 0.004150390625000000, 504.688293457031250000, 208896, 35.2, 14656
Python, mandelbrot, 25,5247.331237792968750000, 3449.538513183593750000, 0.004272460937500000, 508.692077636718750000, 210555, 35.0, 14672
Python, mandelbrot, 25,5202.191101074218750000, 3422.530578613281250000, 0.004333496093750000, 504.313842773437500000, 208743, 34.5, 14544
Python, mandelbrot, 25,5237.582031250000000000, 3429.649475097656250000, 0.004394531250000000, 507.752075195312500000, 210165, 34.5, 14656
Python, mandelbrot, 25,5110.178344726562500000, 3369.220642089843750000, 0.003479003906250000, 495.401489257812500000, 205052, 34.2, 14668
Python, mandelbrot, 25,5197.754760742187500000, 3426.120300292968750000, 0.004333496093750000, 503.889404296875000000, 208567, 34.8, 14652
Python, mandelbrot, 25,5198.515625000000000000, 3418.772766113281250000, 0.004394531250000000, 503.960998535156250000, 208596, 35.0, 14712
Python, mandelbrot, 25,5263.020568847656250000, 3463.393432617187500000, 0.004333496093750000, 510.212829589843750000, 211184, 35.0, 14716
Python, mandelbrot, 25,5223.382873535156250000, 3436.207763671875000000, 0.004211425781250000, 506.418273925781250000, 209612, 34.0, 14768
Python, mandelbrot, 25,5219.584228515625000000, -258708.490600585937500000, 0.004333496093750000, 506.006896972656250000, 209442, 35.0, 14568
Python, mandelbrot, 25,5195.282165527343750000, 3418.998046875000000000, 0.004272460937500000, 503.643371582031250000, 208465, 34.5, 14708
Python, mandelbrot, 25,5194.735473632812500000, 3424.233398437500000000, 0.004089355468750000, 503.592468261718750000, 208444, 34.8, 14684
Python, mandelbrot, 25,5176.362365722656250000, 3408.672241210937500000, 0.004150390625000000, 501.817565917968750000, 207707, 34.2, 14668
Python, mandelbrot, 25,5209.568420410156250000, 3431.520446777343750000, 0.004089355468750000, 505.032531738281250000, 209039, 35.0, 14660
Python, mandelbrot, 25,5212.560974121093750000, 3421.613952636718750000, 0.004272460937500000, 505.324157714843750000, 209160, 34.5, 14452
Python, mandelbrot, 25,5184.811218261718750000, 3416.627868652343750000, 0.004150390625000000, 502.630187988281250000, 208045, 35.2, 14780
Python, mandelbrot, 25,5200.691406250000000000, 3424.175720214843750000, 0.004211425781250000, 504.175598144531250000, 208683, 35.0, 14680
