Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
OCaml, k-nucleotide, 25,383.860290527343750000, 243.245666503906250000, 0.000000000000000000, 44.250366210937500000, 15682, 31.8, 261272
OCaml, k-nucleotide, 25,386.489746093750000000, 243.202697753906250000, 0.000000000000000000, 44.788635253906250000, 15978, 32.0, 261364
OCaml, k-nucleotide, 25,384.379882812500000000, 243.679260253906250000, 0.000000000000000000, 44.316101074218750000, 15714, 31.8, 261320
OCaml, k-nucleotide, 25,387.654418945312500000, 243.212463378906250000, 0.000000000000000000, 44.896301269531250000, 16054, 31.8, 261356
OCaml, k-nucleotide, 25,387.219848632812500000, 244.444335937500000000, 0.000000000000000000, 44.709228515625000000, 15879, 31.5, 261356
OCaml, k-nucleotide, 25,393.727416992187500000, 246.341308593750000000, 0.000915527343750000, 45.607238769531250000, 16342, 32.0, 261360
OCaml, k-nucleotide, 25,385.547851562500000000, 242.785705566406250000, 0.000000000000000000, 44.597839355468750000, 15860, 31.2, 261360
OCaml, k-nucleotide, 25,388.716308593750000000, 244.623474121093750000, 0.000854492187500000, 44.899658203125000000, 16007, 32.2, 261280
OCaml, k-nucleotide, 25,389.310241699218750000, 243.456665039062500000, 0.000000000000000000, 45.154418945312500000, 16161, 31.5, 261364
OCaml, k-nucleotide, 25,385.867614746093750000, 240.372192382812500000, 0.000793457031250000, 44.913757324218750000, 16096, 31.5, 261360
OCaml, k-nucleotide, 25,383.482299804687500000, 241.348876953125000000, 0.000000000000000000, 44.381164550781250000, 15805, 31.5, 261360
OCaml, k-nucleotide, 25,387.423095703125000000, 244.126525878906250000, 0.000732421875000000, 44.785278320312500000, 15923, 30.8, 261312
OCaml, k-nucleotide, 25,385.302062988281250000, 242.872070312500000000, 0.000000000000000000, 44.508666992187500000, 15807, 31.8, 261264
OCaml, k-nucleotide, 25,394.369323730468750000, 248.817810058593750000, 0.000793457031250000, 45.780578613281250000, 16192, 31.5, 261360
OCaml, k-nucleotide, 25,405.531005859375000000, 254.863830566406250000, 0.000000000000000000, 47.015136718750000000, 16691, 31.0, 261364
OCaml, k-nucleotide, 25,403.057922363281250000, 253.499023437500000000, 0.000000000000000000, 46.692565917968750000, 16593, 31.8, 261268
OCaml, k-nucleotide, 25,393.561706542968750000, 249.253173828125000000, 0.000000000000000000, 45.603149414062500000, 16048, 31.5, 261360
OCaml, k-nucleotide, 25,392.213012695312500000, 244.997375488281250000, 0.000000000000000000, 45.495361328125000000, 16294, 31.5, 261364
OCaml, k-nucleotide, 25,403.744384765625000000, 254.315490722656250000, 0.000915527343750000, 46.843139648437500000, 16555, 31.2, 261360
OCaml, k-nucleotide, 25,388.348205566406250000, 241.980773925781250000, 0.000000000000000000, 45.131835937500000000, 16192, 31.5, 261296
