Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Haskell, fannkuch-redux, 25,328.164794921875000000, 217.844360351562500000, 0.000000000000000000, 31.829711914062500000, 13173, 36.2, 8040
Haskell, fannkuch-redux, 25,329.221618652343750000, 218.138732910156250000, 0.000000000000000000, 31.996826171875000000, 13243, 35.2, 8224
Haskell, fannkuch-redux, 25,330.901245117187500000, 218.736816406250000000, 0.000915527343750000, 32.141357421875000000, 13303, 36.5, 8164
Haskell, fannkuch-redux, 25,329.790344238281250000, 217.924377441406250000, 0.000000000000000000, 32.044189453125000000, 13263, 35.8, 7984
Haskell, fannkuch-redux, 25,329.956420898437500000, 218.303466796875000000, 0.000000000000000000, 32.068542480468750000, 13273, 35.8, 8092
Haskell, fannkuch-redux, 25,332.522766113281250000, 219.313171386718750000, 0.000854492187500000, 32.311706542968750000, 13373, 36.8, 7800
Haskell, fannkuch-redux, 25,332.464050292968750000, 219.474548339843750000, 0.000000000000000000, 32.291931152343750000, 13363, 35.5, 8228
Haskell, fannkuch-redux, 25,331.676757812500000000, 218.753051757812500000, 0.000000000000000000, 32.260559082031250000, 13353, 35.8, 8096
Haskell, fannkuch-redux, 25,331.235046386718750000, 218.574462890625000000, 0.000915527343750000, 32.192871093750000000, 13323, 35.0, 7844
Haskell, fannkuch-redux, 25,331.289001464843750000, 218.723571777343750000, 0.000000000000000000, 32.187133789062500000, 13323, 35.8, 7812
Haskell, fannkuch-redux, 25,330.259887695312500000, 218.071899414062500000, 0.000915527343750000, 32.092956542968750000, 13283, 36.8, 8140
Haskell, fannkuch-redux, 25,330.920837402343750000, 218.477966308593750000, 0.000000000000000000, 32.155578613281250000, 13309, 35.8, 8028
Haskell, fannkuch-redux, 25,332.333251953125000000, 219.314697265625000000, 0.000000000000000000, 32.235473632812500000, 13342, 36.2, 7728
Haskell, fannkuch-redux, 25,330.773315429687500000, 218.378173828125000000, 0.000915527343750000, 32.091186523437500000, 13283, 36.2, 8044
Haskell, fannkuch-redux, 25,331.331726074218750000, 218.719604492187500000, 0.000000000000000000, 32.138732910156250000, 13303, 37.0, 7952
Haskell, fannkuch-redux, 25,331.013244628906250000, 218.454772949218750000, 0.000000000000000000, 32.117736816406250000, 13293, 36.2, 7784
Haskell, fannkuch-redux, 25,331.708190917968750000, 218.901977539062500000, 0.000976562500000000, 32.187194824218750000, 13323, 36.2, 7952
Haskell, fannkuch-redux, 25,330.782958984375000000, 218.472290039062500000, 0.000000000000000000, 32.090454101562500000, 13283, 36.0, 7956
Haskell, fannkuch-redux, 25,330.924316406250000000, 218.548889160156250000, 0.000915527343750000, 32.114562988281250000, 13293, 36.5, 8216
Haskell, fannkuch-redux, 25,330.860229492187500000, 218.512512207031250000, 0.000000000000000000, 32.117126464843750000, 13293, 35.5, 7800
