Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Racket, regex-redux, 25,299.680114746093750000, 177.483581542968750000, 0.000000000000000000, 41.923767089843750000, 13308, 31.5, 1500656
Racket, regex-redux, 25,299.410522460937500000, 177.298461914062500000, 0.000854492187500000, 41.840148925781250000, 13285, 31.0, 1504856
Racket, regex-redux, 25,299.867126464843750000, 177.611389160156250000, 0.000000000000000000, 41.869689941406250000, 13298, 31.0, 1503712
Racket, regex-redux, 25,299.124755859375000000, 177.452514648437500000, 0.000000000000000000, 41.801452636718750000, 13249, 30.5, 1504716
Racket, regex-redux, 25,299.850280761718750000, 177.449890136718750000, 0.000793457031250000, 41.956909179687500000, 13320, 31.8, 1504708
Racket, regex-redux, 25,300.420654296875000000, 178.019714355468750000, 0.000000000000000000, 41.850402832031250000, 13307, 32.0, 1503604
Racket, regex-redux, 25,300.887329101562500000, 177.959716796875000000, 0.000000000000000000, 42.053100585937500000, 13355, 31.8, 1501636
Racket, regex-redux, 25,299.639892578125000000, 177.445007324218750000, 0.000000000000000000, 41.760131835937500000, 13257, 31.8, 1504408
Racket, regex-redux, 25,300.097167968750000000, 177.590820312500000000, 0.000000000000000000, 41.864501953125000000, 13299, 31.2, 1502656
Racket, regex-redux, 25,301.139160156250000000, 178.122863769531250000, 0.000854492187500000, 42.002380371093750000, 13366, 32.2, 1503832
Racket, regex-redux, 25,299.813781738281250000, 177.424926757812500000, 0.000000000000000000, 41.848937988281250000, 13277, 31.2, 1504176
Racket, regex-redux, 25,298.664367675781250000, 177.050903320312500000, 0.000000000000000000, 41.668457031250000000, 13210, 32.2, 1504952
Racket, regex-redux, 25,299.587829589843750000, 177.250427246093750000, 0.000793457031250000, 41.797546386718750000, 13268, 31.2, 1500224
Racket, regex-redux, 25,301.745849609375000000, 178.446960449218750000, 0.000000000000000000, 42.053039550781250000, 13395, 31.2, 1485124
Racket, regex-redux, 25,302.086914062500000000, 178.603393554687500000, 0.000854492187500000, 42.083007812500000000, 13397, 31.0, 1501488
Racket, regex-redux, 25,300.159362792968750000, 177.636413574218750000, 0.000000000000000000, 41.885070800781250000, 13308, 32.0, 1500500
Racket, regex-redux, 25,299.612792968750000000, 177.542358398437500000, 0.000000000000000000, 41.803588867187500000, 13266, 31.5, 1504344
Racket, regex-redux, 25,299.573669433593750000, 177.361938476562500000, 0.000854492187500000, 41.843566894531250000, 13279, 31.5, 1499884
Racket, regex-redux, 25,297.440368652343750000, 176.525817871093750000, 0.000000000000000000, 41.498962402343750000, 13147, 31.5, 1504100
Racket, regex-redux, 25,300.656066894531250000, 177.909484863281250000, 0.000000000000000000, 41.936340332031250000, 13318, 32.5, 1504060
